name,hostname,IC,disposition,period,rade,rade_est,radj,radj_est,masse,masse_est,massj,massj_est,tran_depth_ppm,tran_dur_hr,semi_au,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
TOI-1260 c,TOI-1260,,Confirmed,7.49325,2.82,,0.25156110615521854,,11.8,,0.037126765881131424,,1541.43,1.96,0.0656,28.4,73.5977,2019,2021.0,Transit,TESS,0.66,0.65,4227.0,-0.857,9.698,8.95,157.1440712,65.8541986,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1260
TOI-1634 b,TOI-1634,,Confirmed,0.989343,1.79,,0.15967885816235503,,4.91,,0.015448510209860619,,1323.0,1.027,0.01545,121.0,35.2736,2020,2021.0,Transit,TESS,0.5,0.45,3550.0,-1.539,9.484,8.6,56.3906096,37.1122803,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1634
GJ 720 A b,GJ 720 A,,Confirmed,19.466,,3.766219816294827,,0.3359696535499399,13.64,,0.04291602428971463,,,,0.119,4.284558502849412,15.5575,2021,2021.0,Radial Velocity,Roque de los Muchachos Observatory,0.57,0.56,3837.0,-1.217,6.881,6.082,278.8294172,45.7456038,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 720 A
G 264-012 b,G 264-012,,Confirmed,2.30538,,1.3863939838032735,,0.1236747532384722,2.5,,0.007865840229053268,,,,0.02279,20.5,16.009,2021,2021.0,Radial Velocity,Calar Alto Observatory,0.3,0.3,3326.0,-1.972,8.837,7.986,326.6719598,66.803848,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/G 264-012
G 264-012 c,G 264-012,,Confirmed,8.0518,,1.760371856169444,,0.15703584800797893,3.75,,0.011798760343579903,,,,0.0525,3.87,16.009,2021,2021.0,Radial Velocity,Calar Alto Observatory,0.3,0.3,3326.0,-1.972,8.837,7.986,326.6719598,66.803848,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/G 264-012
GJ 393 b,GJ 393,,Confirmed,7.02679,,1.1707547131139298,,0.10443842222247365,1.71,,0.005380234716672435,,,,0.05402,9.21,7.03149,2021,2021.0,Radial Velocity,Multiple Observatories,0.43,0.43,3579.0,-1.571,6.176,5.311,157.2288672,0.8378485,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 393
TOI-1259 A b,TOI-1259 A,,Confirmed,3.477978,11.456,,1.021944692239072,,140.16233,,0.4409977975647359,,26759.0,2.4754,0.0407,155.17122245041406,118.106,2019,2021.0,Transit,TESS,0.74,0.71,4775.0,-0.59,10.226,9.619,282.1001665,79.2564761,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1259 A
EPIC 201833600 c,K2-50,,Confirmed,3.96151,1.0476190476190477,,0.09345397391784546,,,1.1481857075155013,,0.003612578131439768,485.0,2.16,0.04489014881538242,68.2066798780821,257.44,2019,2019.0,Transit,K2,0.769,0.66,4326.0,-0.861871,12.41,11.664,169.483654,5.988289,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-50
EPIC 205950854 c,K2-168,,Confirmed,8.050722,1.3983855421686748,,0.12474447298560881,,,2.536823169276944,,0.007981698295557197,303.0,3.72,0.07254917803494286,123.58250877005491,243.94,2019,2019.0,Transit,K2,0.786,0.886,5507.0,-0.186778,10.957,10.549,333.1100738,-16.3418863,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-168
EPIC 249893012 b,EPIC 249893012,,Confirmed,3.5951,1.969385964912281,,0.17568117439003397,,8.75,,0.02753044080168644,,109.25152322139098,4.33,0.04200453899114139,1391.5715935170838,321.3,2020,2020.0,Transit,K2,0.765,1.727,5498.0,0.390098,10.216,9.714,228.2482353,-16.7246474,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 249893012
EPIC 249893012 c,EPIC 249893012,,Confirmed,15.624,3.7064853801169595,,0.3306409794930383,,14.67,,0.04615675046408457,,386.98168076701984,6.37,0.11186229522512074,196.21425142888043,321.3,2020,2020.0,Transit,K2,0.765,1.727,5498.0,0.390098,10.216,9.714,228.2482353,-16.7246474,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 249893012
GJ 3293 d,GJ 3293,,Confirmed,48.1345,,2.668696621686578,,0.23806392700147883,7.6,,0.023912154296321934,,,,0.19394,0.59,20.1903,2017,2017.0,Radial Velocity,La Silla Observatory,0.42,0.4,3466.0,-1.658,8.362001,7.486,67.1484425,-25.1713396,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3293
GJ 3473 c,GJ 3473,,Confirmed,15.509,,2.629195767630765,,0.23454021120702628,7.41,,0.023314350438913885,,,,0.0876,1.95,27.3644,2020,2020.0,Radial Velocity,Multiple Observatories,0.36,0.36,3347.0,-1.824,9.627,8.829001,120.5936065,3.3371629,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3473
GJ 3998 c,GJ 3998,,Confirmed,13.74,,2.3805772681814035,,0.21236193293322064,6.26,,0.019696063933549383,,,,0.089,5.178690859570847,18.1459,2016,2016.0,Radial Velocity,Roque de los Muchachos Observatory,0.5,0.49,3722.0,-1.387,7.634,6.816,259.0020507,11.0561751,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3998
BD-08 2823 b,BD-08 2823,,Confirmed,5.6,,3.613317495248121,,0.32232983900518475,12.7132,,0.04,,,,0.06,65.71999159682662,41.3342,2009,2009.0,Radial Velocity,La Silla Observatory,0.5,0.71,4816.0,-0.626,7.96,7.323,150.1971964,-9.5165689,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/BD-08 2823
BD-10 3166 b,BD-10 3166,,Confirmed,3.48777,,14.124918037403985,,1.2600283708656541,187.5197,,0.5900000000000001,,,,0.04,402.6057909469858,84.4069,2000,2000.0,Radial Velocity,W. M. Keck Observatory,1.47,0.91,5393.0,-0.191,8.611,8.124,164.6191243,-10.7704227,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/BD-10 3166
BD-13 2130 b,BD-13 2130,,Confirmed,714.29999,,12.483274351085925,,1.11358379581498,3108.3774,,9.78,,,,1.66,40.06672303317149,925.214,2007,2007.0,Radial Velocity,La Silla Observatory,2.12,19.17,4545.0,2.043,7.94,7.151,114.2884692,-13.9066703,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/BD-13 2130
HD 215152 d,HD 215152,,Confirmed,10.86499,,1.4824068771908818,,0.13223968574405726,2.801,,0.008812887392631282,,,,0.08799,38.737658355333764,21.5974,2018,2018.0,Radial Velocity,La Silla Observatory,0.77,0.73,4935.0,-0.523,6.353,5.775,340.8380941,-6.4020685,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 215152
AB Pic b,AB Pic,,Confirmed,,,12.307494549765911,,1.0979031712547644,4290.5,,13.499355001101218,,,,260.0,8.79130412153214e-06,50.0475,2005,2005.0,Imaging,Paranal Observatory,0.9,1.0,5285.0,-0.226,7.576,6.981,94.8039208,-58.0541184,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/AB Pic
GJ 9827 d,GJ 9827,,Confirmed,6.2014698,2.022,,0.18037466547725242,,4.04,,0.012711197810150081,,956.9999999999999,1.2228,0.05591,29.0,29.661,2017,2017.0,Transit,K2,0.61,0.6,4340.0,-0.942,7.984,7.193,351.7717763,-1.2853435,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 9827
HAT-P-12 b,HAT-P-12,,Confirmed,3.2130598,10.749,,0.9588760035682427,,67.059,,0.21099015196803322,,19770.0,2.3376,0.0384,142.34347084035403,142.751,2009,2009.0,Transit,HATNet,0.73,0.7,4650.0,-0.678,10.794,10.108,209.3886452,43.49331,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-12
EPIC 246851721 b,EPIC 246851721,,Confirmed,6.180235,12.477486792452831,,1.113067510477505,,953.49,,3.0,,4640.0,4.10808,0.07316450737160662,932.831266900721,372.63,2018,2018.0,Transit,K2,1.368,1.684,6649.0,0.698404,10.199,9.893,78.9198197,16.2786991,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 246851721
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,,Confirmed,10037.5,,12.444336734370978,,1.1101103242079373,3337.1,,10.499638171349464,,,,2.6,,23.1,2011,2011.0,Imaging,W. M. Keck Observatory,0.02,,580.5,,,,224.6208333,10.2286111,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CFBDSIR J145829+101343
CoRoT-14 b,CoRoT-14,,Confirmed,1.51214,12.22,,1.0900981266726137,,2415.4,,7.599660195702105,,8568.842690771122,1.662,0.027,1804.1492897012872,1744.6,2010,2010.0,Transit,CoRoT,1.13,1.21,6035.0,0.119,14.321,13.806,103.4242023,-5.5360385,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-14
EPIC 206024342 b,EPIC 206024342,,Confirmed,4.50756,1.785,,0.15923282783229256,,,3.8395065845731065,,0.012080378141060022,267.0,2.184,0.046821939976897785,322.26652212092756,369.89,2019,2019.0,Transit,K2,0.674,0.861,5703.0,-0.150886,11.846,11.487,331.2771441,-14.1218019,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 206024342
EPIC 206215704 b,EPIC 206215704,,Confirmed,2.25372,0.612972972972973,,0.05468090749089857,,,0.16816651348773062,,0.0005291083707885682,497.0866155428139,0.984,0.020277594698105538,28.739428220094506,109.89,2019,2019.0,Transit,K2,0.219,0.252,3791.0,-1.927489,13.561,12.767,335.0949721,-9.5097112,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 206215704
EPIC 212297394 b,EPIC 212297394,,Confirmed,2.28943,1.342404,,0.11975057983942906,,,2.366819230323626,,0.0074468087667105875,535.0,1.608,0.03328959701348793,293.7865601931376,418.4,2019,2019.0,Transit,K2,0.939,0.761,4998.0,-0.487351,12.735,12.186,207.2061241,-17.6098985,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 212297394
EPIC 212499991 b,EPIC 212499991,,Confirmed,34.885,1.5515789473684212,,0.13841025400253532,,,3.0264978554851747,,0.009522379433927492,372.36022115693027,,0.20445956980279625,8.177209314334977,283.29,2019,2019.0,Transit,K2,0.937,0.737,5141.0,-0.46618,11.877,11.366,202.488752,-12.7347749,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 212499991
EPIC 212737443 c,EPIC 212737443,,Confirmed,65.55,2.665910447761194,,0.23781538338636876,,,7.586533675492552,,0.023869784713502665,1100.0,4.608,0.29387251113023294,1.839585899247225,336.25,2019,2019.0,Transit,K2,0.788,0.664,4472.0,-0.798962,12.824,12.16,204.2215065,-7.3180577,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 212737443
GJ 180 c,GJ 180,,Confirmed,24.329,,2.41179285755182,,0.21514655285921674,6.4,,0.020136550986376366,,,,0.129,0.7813049564529118,11.9407,2014,2014.0,Radial Velocity,Multiple Observatories,0.43,0.41,3371.0,-1.886,7.413,6.598,73.460097,-17.776194,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 180
GJ 229 b,GJ 229,,Confirmed,526.115,,2.8461961038015198,,0.25389795752020694,8.478,,0.026674637384765443,,,,0.898,0.03470941760748165,5.75624,2014,2014.0,Radial Velocity,Multiple Observatories,0.58,0.46,3564.0,-1.553,5.104,4.166,92.6435993,-21.8677233,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 229
GJ 3138 d,GJ 3138,,Confirmed,257.8,,3.2283491430901448,,0.28798832676986125,10.5,,0.03303652896202373,,,,0.698,0.1,28.4712,2017,2017.0,Radial Velocity,La Silla Observatory,0.68,0.5,3717.0,-1.347,,7.246,32.2977385,-16.3392495,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3138
GJ 3470 b,GJ 3470,,Confirmed,3.3366496,4.57,,0.40767172167707405,,13.9,,0.04373407167353617,,5200.0,1.8984,0.0355,22.99022882524359,29.4214,2012,2012.0,Radial Velocity,La Silla Observatory,0.54,0.55,3600.0,-1.538,8.794,7.989,119.7735021,15.391209,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3470
HD 134060 c,HD 134060,,Confirmed,1291.5646,,5.907418108165941,,0.5269775297204229,29.29,,0.09215618412358809,,,,2.3928,0.2512969398024407,24.0125,2019,2019.0,Radial Velocity,La Silla Observatory,1.09,1.16,5966.0,0.158,5.214,4.836,227.6847587,-61.4223747,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 134060
HD 136352 b,HD 136352,,Confirmed,11.57779,1.482,,0.13220338983050847,,4.62,,0.01453607274329044,,180.0,3.936,0.0969,114.0,14.682,2019,2019.0,Radial Velocity,La Silla Observatory,0.91,1.01,5850.0,0.034,4.308,4.159,230.4401147,-48.3188174,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 136352
GJ 433 b,GJ 433,,Confirmed,7.3705,,2.331620032692599,,0.20799465055241736,6.043,,0.01901330900166756,,,,0.062,5.202554291448345,9.06456,2011,2011.0,Radial Velocity,La Silla Observatory,0.48,0.5,3461.0,-1.699,6.471,5.623,173.8619194,-32.5436302,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 433
GJ 433 d,GJ 433,,Confirmed,36.059,,2.13970989578401,,0.19087510221088402,5.223,,0.016433313406538086,,,,0.178,1.0572069156603574,9.06456,2020,2020.0,Radial Velocity,Multiple Facilities,0.48,0.47,3461.0,-1.475,6.471,5.623,173.8619194,-32.5436302,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 433
GJ 436 b,GJ 436,,Confirmed,2.64388312,4.17,,0.37198929527207847,,22.1,,0.0695340276248309,,6818.999999999999,1.00536,0.0291,30.705347872194142,9.75321,2004,2004.0,Radial Velocity,W. M. Keck Observatory,0.47,0.46,3586.11,-1.585,6.9,6.073,175.5505363,26.7030669,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 436
GJ 9827 c,GJ 9827,,Confirmed,3.6480957,1.241,,0.11070472792149866,,0.84,,0.002642922316961898,,361.0,1.82496,0.03925,59.0,29.661,2017,2017.0,Transit,K2,0.61,0.6,4340.0,-0.942,7.984,7.193,351.7717763,-1.2853435,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 9827
HAT-P-13 c,HAT-P-13,,Confirmed,446.27,,12.277111205370765,,1.095192792628971,4538.421,,14.279397791272066,,,,1.258,1.401647212877469,246.81,2009,2009.0,Radial Velocity,W. M. Keck Observatory,1.32,1.76,5653.0,0.346,9.328,8.975,129.8823772,47.3519076,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-13
HAT-P-14 b,HAT-P-14,,Confirmed,4.62767,15.917,,1.4198929527207849,,1093.3352,,3.44,,6500.0,2.1888,0.0596,1240.2449875753155,222.663,2010,2010.0,Transit,HATNet,2.65,1.82,6600.0,0.644,9.094,8.851,260.1161719,38.2421682,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-14
HAT-P-37 b,HAT-P-37,,Confirmed,2.797436,13.204,,1.1778768956289027,,371.528,,1.168951955447881,,18990.0,2.3304,0.0379,431.24252482005926,390.594,2011,2011.0,Transit,HATNet,0.93,0.88,5500.0,-0.208,12.092,11.667,284.2960393,51.2691212,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-37
CoRoT-30 b,CoRoT-30,,Confirmed,9.06005,11.31,,1.0089206066012488,,921.707,,2.9,,12977.556371571258,,0.0844,89.18978289062235,1032.23,2020,2020.0,Transit,CoRoT,0.98,0.91,5650.0,-0.197,14.019,13.562,277.6011767,6.8359338,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-30
HAT-P-40 b,HAT-P-40,,Confirmed,4.45724,17.038,,1.519892952720785,,152.5584,,0.48000000000000004,,6500.0,6.1368,0.0608,1622.5303958608615,464.469,2012,2012.0,Transit,HATNet,1.03,1.94,6080.0,0.778,10.367,10.009,335.5129199,45.4573423,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-40
HAT-P-51 b,HAT-P-51,,Confirmed,4.2180278,14.493,,1.2928635147190009,,98.20947,,0.309,,16315.500640520526,3.3672,0.05069,334.3146571806586,440.089,2015,2015.0,Transit,HATNet,0.98,1.04,5449.0,-0.066,12.039,11.614,21.0651251,32.8107,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HAT-P-51
HATS-12 b,HATS-12,,Confirmed,3.142702,5.883008547008547,,0.5248000487964806,,759.6137,,2.39,,4291.0,4.52376,0.036166308414699824,759.7236340896486,378.09,2016,2016.0,Transit,HATSouth,0.639,0.887,6119.0,-0.002736,11.725,11.391,289.202402,-19.3559227,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-12
HATS-49 b,HATS-49,,Confirmed,4.1480467,8.575,,0.7649420160570918,,112.19399,,0.35300000000000004,,12607.317095711014,2.346,0.04515,80.45,324.413,2020,2020.0,Transit,HATSouth,0.71,0.7,4405.0,-0.785,12.692,11.938,6.6135927,-56.3442798,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-49
HATS-54 b,HATS-54,,Confirmed,2.5441828,11.96,,1.0669045495093665,,241.5508,,0.7600000000000001,,6897.075748120929,2.5008,0.03763,1150.619058741264,748.585,2019,2019.0,Transit,HATSouth,1.1,1.32,5702.0,0.212,12.611,12.17,200.6348641,-44.6888393,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-54
HD 10180 d,HD 10180,,Confirmed,16.357,,3.449469453438585,,0.3077135997715062,11.75,,0.03696944907655036,,,,0.12859,90.07112918691729,38.9607,2010,2010.0,Radial Velocity,La Silla Observatory,1.06,1.11,5911.0,0.173,6.246,5.868,24.4731133,-60.5114881,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 10180
HD 102272 b,HD 102272,,Confirmed,127.58,,12.864100940254477,,1.1475558376676607,1570.0802,,4.94,,,,0.51,176.54671773812706,347.097,2008,2008.0,Radial Velocity,McDonald Observatory,1.45,10.3,4790.0,1.662,6.895,6.259,176.5980316,14.1240201,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 102272
HD 42618 b,HD 42618,,Confirmed,149.61,,3.8884409474397006,,0.3468725198429706,14.4,,0.045307239719346824,,,,0.554,3.16,24.3358,2016,2016.0,Radial Velocity,Multiple Observatories,1.01,1.0,5727.0,-0.009,5.701,5.301,93.0032173,6.7819742,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 42618
HD 110014 b,HD 110014,,Confirmed,835.477,,12.414442502537918,,1.1074435773896447,3524.59,,11.089544725167544,,,,2.14,43.97161869731826,100.758,2009,2009.0,Radial Velocity,La Silla Observatory,2.17,20.9,4445.0,2.304,2.674,2.011,189.8111935,-7.9956702,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 110014
HD 131496 b,HD 131496,,Confirmed,896.0,,13.448425290854061,,1.199681114259952,572.094,,1.8000000000000003,,,,2.01,2.4244201515029307,131.849,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.34,4.44,4846.0,0.991,6.032,5.437,223.3461495,18.2352618,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 131496
BD-17 63 b,BD-17 63,,Confirmed,655.6,,12.846083074170826,,1.1459485347163982,1620.9,,5.099896170908977,,,,1.34,0.11689351100598819,34.4603,2008,2008.0,Radial Velocity,La Silla Observatory,0.74,0.69,4714.0,-0.678,7.574,6.914,7.1413494,-16.2273254,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/BD-17 63
CoRoT-13 b,CoRoT-13,,Confirmed,4.03519,9.92,,0.8849241748438893,,415.704,,1.307944498631344,,8104.590861851717,3.14,0.051,454.8410441080988,1148.93,2010,2010.0,Transit,CoRoT,1.09,1.01,5945.0,0.073,13.71,13.376,102.7211432,-5.0864557,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-13
EPIC 201754305 d,K2-16,,Confirmed,2.71578,1.2798703703703704,,0.11417220074668782,,,2.182687119837515,,0.006867467261861735,305.6591693753531,,0.03462672864884419,150.55773505611674,334.97,2019,2019.0,Transit,K2,0.751,0.671,4593.0,-0.743474,12.764,12.087,175.0972238,4.5574311,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-16
EPIC 201841433 b,EPIC 201841433,,Confirmed,4.1698,1.2034285714285713,,0.10735312858417229,,,1.8873108397455491,,0.005938114211199538,446.99999999999994,2.4,0.047589785503586196,101.32917466353251,436.49,2019,2019.0,Transit,K2,0.827,0.729,4679.0,-0.639238,13.06,12.454,175.206752,6.1348146,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/EPIC 201841433
HD 7449 b,HD 7449,,Confirmed,1255.5,,14.21822627809782,,1.2683520319444976,161.45764,,0.508,,,,2.38,0.2227645531019474,38.662,2011,2011.0,Radial Velocity,La Silla Observatory,1.05,0.97,6024.0,0.101,6.425,6.084,18.621465,-5.0479716,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 7449
HD 37605 b,HD 37605,,Confirmed,55.01292,,13.212783675248733,,1.1786604527429734,854.9627,,2.6900000000000004,,,,0.277,7.85308795988945,46.7864,2004,2004.0,Radial Velocity,McDonald Observatory,0.94,0.91,5329.0,-0.22,7.266,6.815,85.0074276,6.0595116,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 37605
HD 40307 d,HD 40307,,Confirmed,20.432,,3.0435413289575677,,0.2715023487027268,9.5,,0.029890192870402416,,,,0.1321,13.158135815217877,12.9363,2009,2009.0,Radial Velocity,La Silla Observatory,0.77,0.72,4956.0,-0.639,5.412,4.793,88.5172191,-60.0237289,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 40307
HD 75289 b,HD 75289,,Confirmed,3.50927,,14.24081345169375,,1.2703669448433317,155.7367,,0.49000000000000005,,,,0.05,820.4648715302261,29.1158,1999,1999.0,Radial Velocity,La Silla Observatory,1.29,1.23,6117.0,0.312,5.346,5.012,131.9181715,-41.7377748,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 75289
HD 73526 c,HD 73526,,Confirmed,379.1,,13.317053024817557,,1.1879619112236892,715.09,,2.249913475757481,,,,1.03,2.052700322700687,97.2396,2005,2005.0,Radial Velocity,Anglo-Australian Telescope,1.01,1.53,5633.0,0.338,7.708,7.302,129.318331,-41.3184231,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 73526
HD 46375 b,HD 46375,,Confirmed,3.023573,,10.01745263502587,,0.8936175410370981,71.8,,0.22590693137840984,,,,0.0398,359.11525646059533,29.5529,2000,2000.0,Radial Velocity,W. M. Keck Observatory,0.92,0.91,5285.0,-0.245,6.452,6.0,98.3030763,5.4625071,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 46375
HD 7924 c,HD 7924,,Confirmed,15.299,,2.72209877190998,,0.24282772273951647,7.86,,0.024730201680143477,,,,0.1134,28.35,16.9922,2015,2015.0,Radial Velocity,W. M. Keck Observatory,0.83,0.78,5075.0,-0.414,5.618,5.159,20.4956562,76.7101475,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 7924
HD 23127 b,HD 23127,,Confirmed,1211.17,,13.546107173060744,,1.2083949306923054,485.32641,,1.5270000000000001,,,,2.37,0.5040844586514589,93.8555,2006,2006.0,Radial Velocity,Anglo-Australian Telescope,1.21,1.49,5843.0,0.452,7.423,7.087,54.8491271,-60.077229,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 23127
HD 233832 b,HD 233832,,Confirmed,2058.0,,13.455038501458674,,1.2002710527617013,565.7374,,1.78,,,,2.827,0.03752739193488394,58.742,2018,2018.0,Radial Velocity,Roque de los Muchachos Observatory,0.71,0.68,4981.0,-0.523,8.544,8.013,171.5196515,50.3763099,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 233832
HD 238090 b,HD 238090,,Confirmed,13.671,,2.5189011327208894,,0.22470126072443258,6.89,,0.021678255671270807,,,,0.0932,8.1,15.2354,2020,2020.0,Radial Velocity,Multiple Observatories,0.58,0.57,3933.0,-1.154,6.875,6.059,183.0886375,54.486153,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 238090
HD 160691 b,HD 160691,,Confirmed,643.25,,13.49072744617217,,1.2034547231197295,532.68308,,1.6760000000000002,,,,1.497,0.8463624738727716,15.5981,2000,2000.0,Radial Velocity,Anglo-Australian Telescope,1.08,1.38,5807.0,0.278,4.158,3.683,266.0361585,-51.8348751,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 160691
HD 30856 b,HD 30856,,Confirmed,847.0,,13.538353542256472,,1.207703259790943,491.68301,,1.5470000000000002,,,,1.85,2.895053162579306,131.199,2011,2011.0,Radial Velocity,W. M. Keck Observatory,1.17,4.4,4895.0,0.996,6.255,5.657,72.5745099,-24.3689282,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 30856
HD 212301 b,HD 212301,,Confirmed,2.24571,,14.215768326488499,,1.268132767750981,162.0933,,0.51,,,,0.03,1944.274098471841,54.2304,2005,2005.0,Radial Velocity,La Silla Observatory,1.55,1.16,6239.0,0.243,6.765,6.466,336.8803957,-77.7183219,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 212301
HD 213240 b,HD 213240,,Confirmed,882.70001,,12.795330856483345,,1.1414211290350886,1773.4914,,5.580000000000001,,,,1.89,0.7517551148227954,40.8707,2001,2001.0,Radial Velocity,La Silla Observatory,1.57,1.51,5979.0,0.429,5.708,5.354,337.7506266,-49.4341037,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 213240
HD 213885 b,HD 213885,,Confirmed,1.008035,1.745,,0.15566458519179305,,8.83,,0.027782147689016143,,200.0,1.545466,0.02012,3402.0762821034687,48.0883,2018,2019.0,Transit,TESS,1.07,1.1,5978.0,0.139,6.806,6.419,338.9837166,-59.864829,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 213885
HD 215497 b,HD 215497,,Confirmed,3.93404,,2.4021463128996254,,0.21428602256018067,6.3566,,0.02,,,,0.05,155.6180579977122,40.5468,2009,2009.0,Radial Velocity,La Silla Observatory,0.67,0.85,5110.0,-0.41,7.339,6.784,341.652714,-56.5997984,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 215497
